id,toxic,severe_toxic,obscene,threat,insult,identity_hate
 ,0.13085017509783692,0.00952149280328962,0.054552233133544195,0.0032884455547625433,0.04944673825235279,0.00988417561826057
 ,0.9156089464028753,0.054508092106700316,0.803847981086875,0.012203939282196992,0.6215931237498117,0.025248046876115853
 ,0.4136699100718352,0.01787855411332147,0.23466011022639507,0.0042823399405285635,0.11880661379047841,0.013931228900725292
willmcmillian,0.14964052393687763,0.013956767335043667,0.06857978931330032,0.00406389621944292,0.07696526654591947,0.02874363017376085
TotesMessenger,0.06832694706234228,0.007178504704075257,0.04123048474185679,0.003183373180099893,0.03310344957597378,0.007921344090105151
Mundane_Batrachian,0.0688787696193342,0.007802404479902993,0.0322837259692174,0.0030605256821140685,0.03598796799745593,0.0077596724832038715
westerschelle,0.1462547497678996,0.010748518131075612,0.0543919089096814,0.004434988544544676,0.05544022830152162,0.01133793828300462
 ,0.12974184568903577,0.009573940713484805,0.05835868181126431,0.003761658368491136,0.05116749375069055,0.009261645313553942
BellaCiao_Antifa,0.15531633071301004,0.007812488506398588,0.05420314897814224,0.00387344200199871,0.053633207601849406,0.009258402713150845
EricSanderson,0.12924035215407054,0.012094811162385043,0.05416859352618997,0.004022935266763088,0.05585087705777682,0.011951193065866884
 ,0.08240128392214494,0.009609345193740347,0.0355727714809337,0.0037938996805407135,0.03602329471170567,0.010550833875242596
Turbodon,0.11372231728031473,0.011718020022507164,0.05080054313424606,0.0039857422639315715,0.05185610854403881,0.011859036706546039
you_get_CMV_delta,0.02893062002706488,0.005763770198586338,0.018017410138263693,0.0029174588211886357,0.015240296324102103,0.0069885824409055865
 ,0.7782557146866257,0.07901300677324016,0.708380653023119,0.005809764136141665,0.4245986931622532,0.026758447795438952
TheRealTayler,0.11110391977765734,0.009430612125666095,0.047265512229215746,0.003750997929156666,0.05218751377786151,0.010779661061677421
cumbert_cumbert,0.7849572616150315,0.07349844559062535,0.7131369912657531,0.00736618318577636,0.3605589035871887,0.030168529331915314
JumbledFun,0.402273057721136,0.02448599262647022,0.26228952612745055,0.0037986410571358496,0.16394835600461335,0.017158012483644344
Divine_Chaos100,0.0815763500619801,0.006303230127609833,0.04335593448914223,0.0032207671712729297,0.03234343756998354,0.007365184122510929
damhammer,0.9481561142770469,0.09323013615522181,0.8046089923937801,0.008186399745116741,0.7940746420861976,0.04329369591677096
leithz6,0.7650324932473986,0.08972698023903197,0.7593427689765826,0.009153585129308053,0.4621610838682614,0.03432167961773564
 ,0.09502737067136596,0.009419714281867128,0.039306850845420016,0.0036457084717398443,0.04508275484918994,0.00898746418742148
 ,0.18950301315955753,0.011729250518594825,0.08465578173234997,0.0037638031462372615,0.08981384027722596,0.019621376663325436
 ,0.09502737067136596,0.009419714281867128,0.039306850845420016,0.0036457084717398443,0.04508275484918994,0.00898746418742148
 ,0.17014018522992158,0.00797079580271977,0.05327870885478188,0.004599857758253388,0.06248800818207808,0.011893447867442888
YouGotCalledAFaggot,0.16370571450122381,0.008671449234130742,0.054720600291358855,0.0037912217252873822,0.05671847338311346,0.010268509851795917
Feathersofaduck,0.08918346374828927,0.007467362927433795,0.034547610433897744,0.003274010983580116,0.03967855684845416,0.008503843747136874
YouGotCalledAFaggot,0.13729549905849317,0.009770314825322207,0.05391494644226939,0.003686375483281613,0.058518159240298975,0.011806822237875395
scamp41,0.14198948810236528,0.010026459236517096,0.06974140637175127,0.0036812623673819042,0.0686996879081638,0.012845976389774435
 ,0.11461936925347115,0.01062501062406571,0.04870674635278883,0.003774735139653187,0.046164484881363224,0.011043226843610983
kimchi_station,0.3356124596763317,0.029389580023001346,0.180581192990813,0.005998598035353909,0.1965746872369384,0.026007039161880127
 ,0.4921673921571306,0.013807889142546294,0.09225851057424958,0.004336724260092245,0.11732836301650545,0.1424176306871667
chvrn,0.3943423149115343,0.012243294408676338,0.08759529591668164,0.004319462461782458,0.13833718295084121,0.03919882400530766
scamp41,0.09173446064092748,0.007149954021676494,0.03820139768002076,0.003268449363854642,0.03373034845952241,0.007977899029765761
Sabitron,0.37035844007709423,0.015094613556794952,0.15053790854791763,0.004544068135367109,0.10835132670489539,0.019717725681449635
SocialNationalism,0.24238590466960058,0.011530629749744524,0.08104877767696946,0.004148152551579778,0.08601795275675395,0.017751707589572584
 ,0.09502737067136596,0.009419714281867128,0.039306850845420016,0.0036457084717398443,0.04508275484918994,0.00898746418742148
ForumWarrior,0.3972942332638489,0.012205779733278804,0.1672057564038798,0.005520809472932069,0.1361053994642602,0.016950956104580854
